ALDH1A1	ALDH1A1	NA
BNIP1	STX18	0.4885439518
PLK3	MAP2K1	0.2180832813
PLK3	MAPK1	0.2180832817
BNIP1	NAPA	0.8087249422
TMSB10	TMOD1	0.6775328838
FBN1	HSPG2	0.9616456949
ATXN1	CCNK	0.8904643698
MAP3K7	HIPK2	0.6527138826
NFYB	C1QBP	0.9938667991
TIMP4	MMP14	0.9852495309
MAP3K7	IL17RD	0.7718236399
ATXN1	LDB1	1
COIL	PIAS4	0.5506402813
NOTCH4	SMAD3	0.9999997505
NOTCH4	SMAD4	0.9999997505
NOTCH4	SMAD2	0.9999997505
NOV	GJA1	0.061879721
ERBB3	RNF41	0.9888434945
TNFSF11	MMP3	0.7628448873
GGA2	CLTC	0.8466808722
TNFSF11	MMP7	0.7628448785
ADCY6	RAF1	0.616576408
ERG	JUN	0.9852777467
TNFRSF11B	VWF	0.9570064705
TNFRSF11B	THBS1	0.9570383526
TNFRSF11B	VTN	0.7682202261
TNFRSF11B	FN1	0.9570383526
PON1	APOA1	0.8931515779
NCALD	CLTC	0.9925894474
GTF2I	SMAD2	0.0971467519
GOLGA1	GOLGA1	NA
SEMA3C	NRP1	0.9500663823
SEMA3C	NRP2	0.9500604897
NRD1	POMC	0.9998039714
NRD1	PDYN	0.9628464479
NRD1	CALCA	0.8599651403
HIP1R	CLTC	0.530488512
MYF6	ID1	0.9540775375
MYF6	ID2	0.9996580369
MYF6	ID3	0.999657146
MYOG	ID1	0.9209069355
MYOG	ID2	0.9729994454
SNCAIP	SIAH1	0.6857190509
MCC	NFKBIB	0.6801626015
SPAG9	NFKB1	0.9841710008
FKBP5	CHUK	0.9819113169
GGA3	CLTC	0.7687945934
TRAF7	TRAF7	NA
MAP3K7IP1	TRAF2	0.9999417123
TRAF2	WDR65	0.7560483826
CASP4	IL18	0.9996277472
CHUK	HSP90AA1	0.0109994812
IKBKG	HSP90AA1	5.22283666626237E-006
IKBKB	HSP90AA1	0.0001560452
RIPK1	HSP90AA1	4.9177837388097E-005
SNX9	CLTC	0.797700699
CASP4	PLA2G4A	0.999882515
NCOA3	PIN1	1
NCOA3	E2F1	0.9999841338
NFKBIE	REL	0.9653161111
NFKB1	NFKBIA	1
RELA	NFKBIA	1
SLC25A5	NFKBIA	0.8977099342
NFKBIA	PTPN13	0.0004479226
VCP	NFKBIA	0.999999973
SCNN1B	ANK3	0.273835463
GGA1	CLTC	0.624487219
DSCAM	PAK1	0.8785365854
SCNN1B	NFASC	0.8011186743
NFATC3	TTF1	0.9250408281
BTF3	POLR2B	0.9305884462
IKBKB	NFKBIA	0.000770368
SF3A2	SF3A1	0.9728350312
BTRC	NFKBIA	0.3272476683
GRIN1	CLTC	0.0205430296
NFKB1	RELA	1
MAP3K8	NFKB1	0.1255975407
RGS4	CALM1	0.9845550882
ERN1	COPS5	0.9541439689
TNIP2	NFKB1	0.5115077236
VAV1	ACTA1	1
DNAJC6	CLTC	0.8534435882
MAP2K5	MAP3K2	0.9966927051
CDKN2D	CDK4	0.6780702236
RELA	NFKB2	0.9999999964
NKRF	NFKB2	0.9895391511
BTRC	NFKB2	0.3272476671
RELB	NFKB2	0.999998769
NFKBIE	NFKB2	0.9653162162
CLTC	TFAP2A	0.9183035747
APBB1	ENAH	0.6087006206
PVRL2	CD226	0.8717955021
PDZK1	SSTR5	1
PDZK1	SLC22A5	0.9998039714
PARP1	RELA	0.3368233638
CREBBP	RELA	1
CHUK	RELA	0.0109994812
NFKBIB	RELA	0.9999999998
TRADD	TNFRSF1A	1
HIP1	CLTA	0.1455447235
MAP3K14	IKBKG	1
CDC37	IKBKG	0.985942474
TUBA1B	EPN2	0.1701808235
TRAF1	TNFRSF1B	0.9999999983
TRAF2	TNFRSF1B	0.9999999983
TNIP2	MAP3K8	0.8354710115
HSPA8	CLTA	0.9503258829
ADAM12	EGF	0.9999383567
ADAM12	PACSIN3	0.9999513263
NCOA3	CHUK	0.0109994812
MAP3K14	CHUK	1
NFKBIB	CHUK	0.0109994812
TRAF1	TRAF2	1
BTRC	NFKBIB	0.3272476682
HIP1R	CLTA	0.5117858516
IKBKB	NFKBIB	0.2512114535
TRADD	TRADD	NA
TRAF2	TRADD	1
TRAF2	TRAF2	NA
UGP2	UGP2	NA
TANK	TRAF2	0.9999999998
MAP3K14	MAP3K14	NA
TRAF3	MAP3K14	1
PAICS	PAICS	NA
ATXN1	LRSAM1	1
PSMC6	PSMC6	NA
KCTD5	KCTD5	NA
GORASP2	KCTD5	0.8695121951
ADRM1	UCHL5	0.9977793789
ADRM1	PSMD1	0.9147521934
PSMD13	PSMD12	0.9662418317
MAP2K5	MAP3K3	0.996900722
MAGOHB	RBM8A	0.5138441545
HIP1	CLTB	0.9620333223
TRAF7	MAP3K3	0.7884257029
TBK1	TANK	0.9999999954
MAP3K7IP1	MAP3K7	0.9925392414
MAP3K7IP2	MAP3K7	0.992597084
IKBKB	IKBKB	NA
NR1I3	NCOA1	0.9998906716
NR1I3	PPARGC1A	0.9998906716
NR1I3	MED1	0.9998906716
MAP3K14	IKBKB	1
HIP1R	CLTB	0.4826618407
CDC37	IKBKB	0.985942474
IKBKG	IKBKG	NA
NPHS1	IQGAP1	0.6607528943
NPHS1	NPHS1	NA
SIRPB1	SIRPB1	NA
SFRS11	RNPS1	0.9291941003
IL18BP	IL1F7	0.7704413501
CLCN7	PACS1	0.8974864441
KLF6	HDAC3	0.1207986221
KLF6	TP53	0.9999687909
ATXN1	EIF1AY	0.7560483826
ITM2B	APP	0.8977099342
ADAMTS13	VWF	0.8785073184
PRKAB1	PRKAA2	0.9999999728
PRKAG1	PRKAA2	0.9999999874
ATP6V0E1	ATP6V1E1	0.7751792257
CLDN16	TJP1	0.7765311653
CLTB	CALM1	0.9620597462
ITGA9	SAT1	0.1455487212
TNFRSF14	BTLA	0.571593161
DUSP4	MAPK8	0.8468212146
DUSP4	MAPK9	0.3757445122
CPT1A	BCL2	0.6801626016
DUSP7	MAPK14	0.9672875826
DUSP7	MAPK8	0.9672875826
RECQL	RPA1	0.9834793585
PFN1	ACTA1	0.5448777945
MMP9	COL4A3	1
AGXT	PEX5	0.9274358901
SPAST	SSNA1	0.9539038813
PHOX2A	PHOX2A	NA
EPHB6	GRB2	0.9993520831
EPHB6	CRKL	0.9993520831
EPHB6	CRK	0.9993520831
PRND	RPSA	0.6764658818
APBA3	BCR	0.6029959181
RBP2	LRAT	0.6105887243
CD93	COL4A3	1
GOSR2	ARF1	0.5715998572
TCF20	ESR1	0.9672875826
INCENP	AURKC	0.7697707148
PNLIPRP2	CLPS	NA
AKAP13	YWHAB	0.9818982366
AKAP13	YWHAE	0.9818982366
AKAP13	YWHAZ	0.1411557954
CD2BP2	PRPF6	0.0984524696
CD2BP2	TXNL4A	0.7512990906
AKAP8	CASP3	0.999295654
DCN	COL4A3	1
CYLD	TRAIP	0.9999573142
CYLD	IKBKG	0.9999950769
CYLD	TRAF2	0.9999950769
TRIP11	ARNT	0.8977099341
WASF3	PIK3R2	0.9628512586
WASF3	PIK3R1	0.9628512586
ALDH2	CRMP1	0.8750719496
ALDH2	EIF6	0.8750719492
FN1	COL4A3	1
ALDH2	C14orf1	0.8750719496
ACTG1	ACTG1	NA
ACTG1	ACTB	1
ACTG1	PFN2	1
ACTG1	CFL1	1
ACTG1	CFL2	0.999710393
ACTG1	EIF6	0.0199090698
ACTG1	SH3GL2	0.4711986393
ACTG1	PRSS23	1
ACTN1	MAGEA11	0.922128557
FBLN2	COL4A3	1
ACTN1	XRCC4	0.1196299833
ACTB	ACTB	NA
ACTB	CFL1	1
ACTB	CFL2	0.999710393
ACTB	DSTN	0.9819113169
APEH	APEH	NA
APEH	KIAA0174	0.982691331
APEH	UBA5	0.982691331
ARF1	EEF1G	1
ZFHX3	NINL	0.834477432
MFAP2	COL4A3	0.9999736139
ACY1	TTC1	0.6566160356
APLP1	PNP	0.6831250336
APLP1	TK1	0.9943733741
APLP1	ZNF24	0.9849549189
APLP1	SAT1	0.9999999998
APLP1	HSPE1	0.9988543373
APLP1	EIF2S2	0.9975445468
APLP1	PCDHA4	0.9869460985
AGT	EWSR1	1
ANXA3	TP53	0.9291941006
OSM	COL4A3	0.9999888244
ANXA3	UNC119	0.8213143363
ANXA3	UBR1	0.8213099431
SLC9A1	MDFI	0.9999192795
AQP1	TRIP6	0.9250775902
AQP1	EFEMP2	0.9250775902
AQP1	MDFI	0.9722222477
AQP1	KCTD17	0.9541701201
AQP1	KRTAP4-12	0.9722222477
AQP1	CCDC85B	0.9541701202
ARRB1	GNMT	0.375244463
SERPINE2	COL4A3	0.9999996116
ARRB1	ZBTB43	0.0454128924
ATP5C1	PTN	1
ATP5C1	MPP1	0.9819113169
ATP5C1	POLA2	0.9999999997
ATP5C1	PNO1	0.9482638676
ATP6V1E1	XRCC6	0.2738579039
ATP6V1E1	ATP6V1G1	0.6019461328
TRIM21	NIF3L1	0.834477432
BSG	PDLIM7	0.9989840227
KEL	EWSR1	0.9999937442
TGFBI	COL4A3	0.9999999943
TFF1	UBQLN1	0.999710393
PPP3CA	C16orf74	0.462615269
CAPNS1	CDK4	0.9959730019
CALM2	KIAA1683	0.2140019771
CALML3	KIAA1683	0.9276298366
CAPN3	NECAB2	0.7975664614
CPE	RPA1	0.2599334597
CPE	UTP14A	0.4633955189
CPE	MED31	0.9997864394
CPE	POLDIP2	0.9608705179
MATN2	COL4A3	0.9999999991
CPE	C1orf103	0.9997864394
CEACAM5	EWSR1	0.9999617731
CSNK2A1	ZHX1	7.54906596233225E-005
COMT	TRIP13	0.9998509495
CDKN1A	CCND2	0.9364579167
CDKN1A	TEX11	0.5353439334
CDKN1A	CCDC85B	0.5353439334
CKS2	EEF1A1	0.8699794445
CKS2	UNC119	0.8699794445
CKS2	TSC22D4	0.7975664614
S100A1	ACTA1	0.9977603668
HABP2	COL4A3	0.9999996116
MCM2	GNB5	0.0014245043
MCM2	MOBKL3	0.7994642898
CDC25A	NAA10	0.8785618195
CDC42	TP53	0.0013819346
CDC42	PDE6D	0.0016652942
CDC42	UNC119	0.0008138
CDC42	C14orf1	1
CDC42	CDC42EP1	0.067324479
CDC42	UBR1	0.1956590818
CDC42	EEF1G	0.0008138
COL4A3BP	COL4A3	0.4597637219
CDC42	C1orf103	1
RBL1	BEGAIN	0.2146575256
CETP	EWSR1	0.9934879634
CNTFR	APPBP2	0.3267051327
CNTFR	PLSCR1	0.9999977776
CNTFR	KRTAP4-12	0.9999977776
COL8A1	EFEMP2	0.9999693883
COL8A1	KLHL12	0.9999693871
COL8A1	KRTAP4-12	0.7865659829
MLH1	AP2B1	0.1258816146
ANTXR2	COL4A3	0.9990185158
MLH1	TRIM29	0.0235085713
MLH1	ZC3H11A	0.6801623176
MLH1	FRMD6	0.2140018878
MLH1	UBOX5	0.2889864223
CKB	ASB9	0.9336744987
CKB	SERP2	0.9988261507
CKMT2	UNC119	0.6573879413
CKMT2	C1orf103	0.7585546373
CREB1	VIM	1
CREB1	CHD3	1
USH2A	COL4A3	0.7718236399
CDK4	BAT3	0.0032274038
CDK4	SETDB1	0.4264185966
CDK4	VTA1	0.1631134637
CCND2	CDKN1B	0.4527258275
CCND3	EFEMP2	0.1291874823
CCND3	DTNBP1	0.0211776792
CCND3	MAF1	0.9672875399
PPIA	PRSS23	0.9552551904
PPIA	PRR13	0.6852334098
S100A8	UNC119	0.1067084535
ATXN1	DNAJA3	0.9995954811
S100A8	C1orf103	0.5931262492
DLST	TUBB2C	0.8140085047
DLST	PAK4	0.7096458064
DLST	ARIH2	0.6895253346
DLST	ZHX1	0.6895253346
DLST	ZBTB16	0.5072940733
PCBD1	DVL2	0.9788428711
PCBD1	FXR2	0.9940657934
PCBD1	WDYHV1	0.7344149509
ATXN1	ATP6V0D1	0.8695121951
PCBD1	NUDT18	0.9788428711
PCBD1	GORASP2	0.9788428711
PCBD1	NIF3L1	0.9940657934
PCBD1	LNX1	0.9940657934
GADD45A	DCTN2	0.9935983796
DDIT3	CEBPG	0.9999128088
DDIT3	C10orf119	0.680162599
DDIT3	BATF	0.9945649431
DDIT3	SPOP	0.3316523599
DDIT3	HSD17B14	0.3146455837
COL4A2	COL4A2	NA
ERCC1	UBL7	0.6559281318
EGR2	MED31	0.9966550018
EEF1A1	FAS	0.9225223025
EEF1A1	PAEP	0.6678273736
EEF1A1	TTR	0.9945258032
EEF1A1	PFN2	1
EEF1A1	PTPN4	0.9969886534
EEF1A1	RPA2	0.1933297431
EEF1A1	RPLP1	0.9999999975
EEF1A1	ZNF24	0.4711986393
COL4A1	COL4A2	1
EEF1A1	PQBP1	0.9997218307
EEF1A1	LAMA4	0.9997218307
EEF1A1	HSPE1	0.764523938
EEF1A1	RFC5	0.6678273736
EEF1A1	SSR1	0.9819113169
EEF1A1	DYNLL1	1
EEF1A1	SERPINB9	0.5848222753
EEF1A1	ITSN1	0.6786579248
EEF1A1	TGIF1	0.1067084535
EEF1A1	PAFAH1B3	0.4653794927
MMP9	COL4A2	1
EEF1A1	CCL18	0.8213143363
EEF1A1	AXIN1	0.0589129293
EEF1A1	EIF3F	0.9999999038
EEF1A1	PSMD11	0.8505556878
EEF1A1	COX17	0.6678273736
EEF1A1	UBQLN4	1
EEF1A1	TMPRSS3	0.7560483826
EEF1A1	LSM3	0.1067084535
EEF1A1	PCDHA4	0.727293958
EEF1A1	SDHAF2	0.9919863368
CD93	COL4A2	1
EEF1A1	PSG9	0.4970049604
EEF1A1	SULT1E1	0.5230892819
EEF1A1	STMN2	0.2469888106
EEF1A1	PAPSS1	0.997779379
EEF1A1	ARIH2	1
EEF1A1	HBXIP	0.868139946
EEF1A1	MAD2L1BP	0.8354717293
EEF1A1	-	1
EEF1A1	RNF10	0.3757445122
EEF1A1	TP53BP2	0.8275439123
PRKCA	ACTA1	1
ATXN1	ZNF804A	0.8695121951
EEF1A1	BTBD2	0.9423571788
EEF1A1	MRPL42	0.9829760077
EEF1A1	POLR2C	0.2202043697
EEF1A1	TAF9	0.092705251
EEF1A1	TRDMT1	0.6678273736
EEF1A1	POLE2	0.4321430853
EEF1A1	DLEU1	0.2702260311
EEF1A1	RSRC1	0.8699794445
EEF1D	CRMP1	0.999996047
FN1	COL4A2	1
EEF1D	ASCC2	0.2702260311
RPS14	TAF9	0.3146455849
EMILIN1	NMI	0.3145696152
EMILIN1	MTMR9	0.996669455
ENO2	HK1	0.9005327392
ENO2	TUBA4A	0.0135593961
ENO2	NAT9	0.7067651316
RUNX1T1	ABI3	0.1066854842
RUNX1T1	TAF9B	0.6572464366
RUNX1T1	NECAB2	0.6795906898
FBLN2	COL4A2	1
RUNX1T1	C19orf57	0.2840037068
RUNX1T1	WBP11	0.5767398772
EWSR1	SLC1A1	0.9966694564
EWSR1	NDUFV1	0.9662872629
EWSR1	CD177	0.9966694564
EWSR1	ELAVL4	0.9999987143
EWSR1	PDHX	0.999999748
EWSR1	MTCP1	0.9022305591
EWSR1	MAGEA11	1
EWSR1	RHOXF2	0.7063222323
OSM	COL4A2	0.9999888244
EWSR1	TMSB4Y	0.9337101915
EWSR1	MATK	0.7344149509
EWSR1	FASN	0.9337101915
EWSR1	VPS72	0.9934879634
EWSR1	HMGA1	0.4865697322
EWSR1	ZNF165	0.9400870059
EWSR1	SMAD4	0.005387971
EWSR1	MYO1F	0.9662872629
EWSR1	DFFA	0.9961604063
EWSR1	SALL2	0.9999617731
SERPINE2	COL4A2	0.9999996116
EWSR1	WWP1	1
EWSR1	WWP2	1
EWSR1	TULP2	0.9988643342
EWSR1	BAD	0.3114455748
EWSR1	MSC	0.8424170886
EWSR1	RPS15A	0.9022305591
EWSR1	ACTL6A	0.9948521198
EWSR1	CPSF6	1
EWSR1	TRIM37	0.3697554563
EWSR1	MYOZ2	0.9999192795
BGN	COL4A2	0.9999999785
EWSR1	TRPV5	0.9988643342
EWSR1	DYNLL2	1
EWSR1	RAB37	0.9022305591
EWSR1	RAD23A	0.9107610648
EWSR1	MDFI	1
EWSR1	BNIP3L	0.9999999617
EWSR1	HERPUD1	0.9999951391
EWSR1	SUV39H2	0.9998509495
EWSR1	-	0.1647628604
EWSR1	RMND5B	0.9022305591
TGFBI	COL4A2	0.9999999943
EWSR1	YY1AP1	0.9337101915
EWSR1	CNST	0.9662872629
EWSR1	FAM131C	0.8424170886
EWSR1	PLSCR1	1
EWSR1	NPPB	0.9999617731
EWSR1	GNPDA1	0.9662872629
EWSR1	MTMR9	0.9999999985
EWSR1	SSBP2	0.9966694564
EWSR1	-	0.1647628604
EWSR1	RNF183	0.9999999568
MATN2	COL4A2	0.9999999991
EWSR1	KCNMB1	0.9999987143
EWSR1	LILRA3	0.9662872629
EWSR1	NBPF3	0.9999617731
EWSR1	CCDC7	0.9337101915
EWSR1	MNS1	0.9662872629
EWSR1	KRR1	0.9662872629
EWSR1	NINL	0.3009362085
EWSR1	RALYL	0.6857190509
EWSR1	CXADR	0.9337101915
EWSR1	RBPMS	1
HABP2	COL4A2	0.9999996116
EWSR1	NDUFB1	0.9337101915
EWSR1	PGLS	0.9999617731
EWSR1	C10orf12	0.9337101915
EWSR1	C11orf16	0.9662872629
EWSR1	MAPK1IP1L	0.9934879634
EWSR1	C18orf10	0.9662872629
EWSR1	PRUNE2	0.9988643342
EWSR1	CUEDC2	0.9022305591
EWSR1	DNAJB3	0.9662872629
EWSR1	KHDRBS2	0.7865659829
ANTXR2	COL4A2	0.9990185158
EWSR1	C19orf57	0.9999998883
EWSR1	C19orf50	0.7818983869
EWSR1	SLC22A24	0.9662872629
EWSR1	MRPS18B	0.9662872629
EWSR1	NSUN4	0.9988643342
EWSR1	RASL11B	0.9662872629
EWSR1	GPBP1L1	0.9022305591
EWSR1	TSPAN3	0.9988643342
EWSR1	WDR37	0.9662872629
EWSR1	ZDHHC3	0.8718114243
PRKCE	ACTA1	1
ATXN1	NUMBL	0.9927040519
EWSR1	ELAVL3	0.9988643342
EWSR1	CFDP1	0.9022305591
EWSR1	SERP2	0.9988643342
EWSR1	DMRTB1	0.9999905494
EWSR1	NLE1	0.9662872629
EWSR1	CCDC91	0.9999937442
EWSR1	CPSF7	0.7344149509
EWSR1	MYL6	0.9934879634
EWSR1	NTNG2	0.9662872629
EWSR1	PRTFDC1	0.9999585285
ATXN1	ZNF276	0.7560483826
EWSR1	RPL31	0.9662872629
FAS	CRMP1	0.0865859166
GSTP1	PTN	0.9482638676
FTH1	CRMP1	0.6831250338
FTH1	FXR2	0.6655345164
FTH1	GOLM1	0.6831250338
FTH1	UBR1	0.1336596169
FTH1	BRD7	0.898194908
FGFR3	SLC25A6	0.4365732461
FGFR3	RPL8	0.1321832033
PNLIP	CLPS	NA
FGFR3	KIAA1377	0.0292917407
FOSL1	LDOC1	0.7975664614
FOSL1	CALCOCO1	0.8096056343
GFAP	VIM	0.0033147244
GFAP	PDZK1	0.9999999753
GFAP	GRAP2	0.4796135607
GFAP	PDLIM1	0.6861220984
GFAP	PDLIM7	0.3251307555
GFAP	TUBGCP4	0.9365706264
GFAP	POM121	0.0530173679
LIPF	CLPS	NA
GFAP	RIBC2	0.9365706264
GFAP	CEP76	0.4865697135
GFAP	SH3YL1	0.8931515558
GFAP	KIAA0408	0.9365706256
HSPA5	BCAR1	3.11698587412551E-005
GLUL	GLUL	NA
GLUL	NUDT18	0.8699794445
GLUL	PLEKHF2	0.7975664614
GSTM4	TP53	0.4900677377
GSTM4	TLE1	0.6831250338
ATXN1	NCOR1	0.0004545028
GSTM4	UNC119	0.2840648526
GSTM4	C1orf103	0.6831250338
GAPDH	PRDX1	0.9788428711
GAPDH	RPA2	0.1933297431
GAPDH	TK1	0.3295915262
GAPDH	LAMA4	0.9997218307
GAPDH	SERPINB9	0.5848222753
GAPDH	PAFAH1B3	0.4653794927
GAPDH	PSMD11	0.8505556878
GAPDH	PCDHA4	0.727293958
ANXA5	COL10A1	0.6634661722
GAPDH	HBXIP	0.868139946
GAPDH	BTBD2	0.9423571788
GAPDH	ARL15	0.99999835
GPD1	PTN	0.9829760077
GYS1	GYG1	0.9997777089
GRN	HOXA1	0.9915150098
GRN	FAM131C	0.9821117588
CEBPG	GRINL1A	0.6555654818
CEBPG	MLLT6	0.2130301038
GNAI2	MDFI	1
P4HB	COL10A1	0.7560483769
GNAI2	PLSCR1	1
HSP90AA1	RPS3A	0.0650883324
HMOX2	GIT1	0.6426648843
HMOX2	EEF1G	0.1867202977
HMOX2	MED31	0.9972072142
HMOX2	KIAA1377	0.2309663245
HMOX2	C1orf103	0.9972072142
BAT1	TUBB3	0.624486847
BAT3	SMN1	0.0750456715
BAT3	CSTF2	1
COL4A1	COL7A1	1
BAT3	IMMT	1
BAT3	TOMM20	0.9999999925
BAT3	STX5	0.3295915262
BAT3	IKBKAP	1
BAT3	EFEMP2	1
BAT3	SETDB1	4.95554803528346E-008
BAT3	ARPC3	0.9999999888
BAT3	KLHL12	0.9999999988
BAT3	FAM173A	0.9788428711
BAT4	CCDC85B	0.9557723577
COL1A1	COL7A1	1
RFX2	MDFI	0.9998509495
RFX2	RFX6	0.7864487448
HOXA1	TRIP6	0.2469888106
HOXA1	EFEMP2	0.9758101105
HOXA1	LPXN	0.9573015571
HOXA1	MDFI	1
HOXA1	PLSCR1	1
HOXA1	CHIC2	0.9999999617
HOXA1	KRTAP4-12	1
HOXA1	TRAPPC6A	0.8424170886
MMP2	COL7A1	1
HOXA9	TRIP6	0.4791920717
HOXA9	PLSCR1	0.640249544
HOXA9	RBPMS	0.4791920717
HOXB6	KRT15	0.6963386098
HOXB6	SAT1	0.9841710008
HOXB6	PLSCR1	0.7600436593
HOXB9	SAT1	0.5016963267
HOXB9	MDFI	0.9999977776
HOXB9	RBPMS	0.9999977776
HOXB9	KRTAP4-12	0.9999977776
PRKCD	ACTA1	1
FN1	COL7A1	1
MEA1	AP2B1	0.8785365854
IGHM	CEP72	0.7185564484
IFIT2	IFIT3	0.9556898162
ITPKB	PSME3	0.5436675148
ISG15	USP18	0.9026261317
IL11	MAGEA11	0.9988643342
IFIT1	IFIT3	0.9134207634
KRT19	KRT15	1
KRT19	KRT6B	0.9980450613
KRT19	PCM1	1
LAMC2	COL7A1	0.9999736138
KRT19	FANCG	0.8747637706
KRT19	HGS	0.9999924451
KRT19	ABI2	0.9999999975
KRT19	FAM107A	1
KRT19	EXOC8	1
KRT19	SFI1	0.834477432
KRT19	ZNF638	0.9999378743
KRT19	C10orf10	0.999946771
KRT19	DGCR6L	0.9999999997
KRT19	USHBP1	1
LAMB3	COL7A1	0.9999736138
KRT15	KRT6A	0.9999990277
KRT15	KRT6B	0.9980450613
KRT15	KRT18	1
KRT15	PRPH	0.9996659943
KRT15	LDOC1	1
KRT15	PCM1	1
KRT15	TSG101	0.2350025742
KRT15	PSMC5	0.8439772484
KRT15	SMARCD1	0.9999378743
KRT15	KRT81	0.9943079059
LAMA1	COL7A1	1
KRT15	ABLIM1	0.9999995566
KRT15	PSMA1	1
KRT15	USP2	0.9999915786
KRT15	ABI3	0.9999998652
KRT15	CCDC120	0.9984383741
KRT15	TXNDC11	0.9999998318
KRT15	ABI2	0.9999999975
KRT15	NUDT18	0.2572746155
KRT15	RCOR3	0.9999998318
KRT15	C1orf65	0.999981746
THBS1	COL7A1	1
KRT15	C1orf216	0.9999961872
KRT15	FAM107A	1
KRT15	EXOC8	1
KRT15	MAD2L1BP	0.6079518235
KRT15	NIF3L1	1
KRT15	TUBGCP4	1
KRT15	KIAA1217	0.99988017
KRT15	KIAA1267	0.9999999891
KRT15	MCM10	1
KRT15	RIBC2	1
LAMA5	COL7A1	0.9999999932
KRT15	ZNF638	0.9999378743
KRT15	KRT20	1
KRT15	ARC	0.9557723577
KRT15	C10orf10	0.999946771
KRT15	CALCOCO1	0.8895404435
KRT15	CCDC101	0.9943079059
KRT15	TCHP	1
KRT15	TEKT4	0.9980450613
KRT15	NOC4L	0.9999986642
KRT15	AMOTL2	1
ATXN1	DZIP3	0.9533692651
KRT15	FAM164C	0.9996659943
KRT15	DGCR6L	0.9999999997
KRT15	KIAA0408	0.9999999991
KRT15	LNX1	1
KRT15	RHPN1	0.9646050868
KRT15	USHBP1	1
KRT15	WAC	0.9134996542
KRT6A	KRT17	0.9996650223
KRT6A	CCDC53	0.999998175
KRT6A	CCDC85B	0.9999990277
COL4A1	COL4A1	NA
KRT17	CCDC85B	0.9996659943
KRT18	LDOC1	1
KRT18	HGS	0.9999924451
KRT18	EXOC8	1
KRT18	TUBGCP4	1
KRT18	NME7	0.9999998318
KRT18	CCDC85B	1
BCR	TP53	0.9990253943
BCR	UNC119	0.0467772267
XRCC6	PAEP	0.9142810029
MMP9	COL4A1	1
XRCC6	RPLP1	0.2218216813
XRCC6	YWHAZ	5.55937746383044E-005
XRCC6	SERPINB9	0.8816672389
XRCC6	PAFAH1B3	0.8240362622
MIF	GORASP2	0.2840648526
MAX	PLEKHF2	0.3375645261
NME1	NME4	0.8228319916
NME1	WDYHV1	0.5581494121
NME1	GORASP2	0.3295915262
NME1	POLR1C	0.9162392801
CD93	COL4A1	1
MCM7	RBM8A	0.2180832817
MCM7	MBIP	0.5230297083
POLR2L	CCDC85B	0.9917993888
MLLT3	MCM6	0.4109676241
MLLT3	APPBP2	0.9997098702
HNRNPM	LMO3	0.6963386098
HNRNPM	RBM4B	0.7869812209
NQO2	GORASP2	0.8695121951
PTN	GNB2L1	0.0002985839
PTN	RPLP1	0.9999999975
PLEC1	ACTC1	0.6516314735
CYTH1	ACTA1	0.9922438762
DCN	COL4A1	1
PTN	SAT1	0.0719274185
PTN	LAMA4	0.9997218307
PTN	SSR1	0.9819113169
PTN	PTPRS	0.9999999998
PTN	TOMM20	0.9999999925
PTN	SGTA	1
PTN	EIF3F	0.9999999038
PTN	PSMD11	0.8505556878
PTN	UBQLN4	1
PTN	PSMD2	0.9999746671
FN1	COL4A1	1
PTN	CRELD1	0.8981949497
PTN	P4HB	0.9999999925
PTN	DNAJB11	0.9997980385
PTN	SLC25A36	0.8695121951
PTN	PPP2CA	0.0003951072
PTN	ARIH2	1
PTN	MAD2L1BP	0.8354717293
PTN	TP53BP2	0.8275439123
PTN	CAPZB	0.999710393
PTN	ARL15	0.99999835
FBLN2	COL4A1	1
PTN	CCDC53	0.9727127481
PTN	SGSM2	1
PTN	TXNDC9	0.9985004405
PTN	BCCIP	0.9997098702
PTN	GIPC2	0.9819113169
PTN	C8orf30A	0.9997098702
PTN	LUC7L2	1
PTN	UTP3	0.9533692651
CD177	KCNIP3	0.811301948
HMGB1	UNC119	0.0006918164
OSM	COL4A1	0.9999888244
HMGB1	C1orf103	1
NFKBIA	POM121	0.0030804199
HNRNPC	HNRNPC	NA
HNRNPC	PHKB	0.9980450613
HNRNPC	KRAS	0.5072940733
HNRNPC	PIN1	0.223078439
HNRNPC	KPNA3	0.9541701202
HNRNPC	AP1M1	1
HNRNPC	FXR2	1
HNRNPC	RBM41	0.9999961872
SERPINE2	COL4A1	0.9999996116
HNRNPC	UBE2I	0.223078439
HNRNPC	RALYL	1
HNRNPC	LMO3	1
HNRNPC	ZNF581	0.9541701202
HNRNPC	CCDC85B	1
PNP	TP53	0.9997518513
PNP	ZHX1	0.9927958089
PNP	CCDC90B	0.6831250153
PNP	C1orf103	0.6831250338
CRK	BUB1	0.0224919761
TGFBI	COL4A1	0.9999999943
CRK	PSMC6	0.2823323082
CRK	PLSCR1	0.1074116666
CRK	DPPA4	0.1702319587
BMI1	C1orf103	0.7911405836
JUNB	NINL	0.5072940733
ZBTB48	DVL3	0.3146445583
ZBTB48	$ZBTB8$	0.9943079059
ZBTB48	C7orf34	0.9503320115
RHOC	ARHGAP1	0.9224804888
SPP1	SGTA	0.9997083484
MATN2	COL4A1	0.9999999991
SPP1	PDLIM7	0.9989825019
